unit_id,community_id,unit_type,monthly_rent,snapshot_date
U00698,C011,AL,5081,2025-03-01
U00699,C011,AL,5782,2025-03-01
U00700,C011,AL,5711,2025-03-01
U00701,C011,MC,8240,2025-03-01
U00702,C011,MC,6759,2025-03-01
U00703,C011,MC,6802,2025-03-01
U00704,C011,MC,6962,2025-03-01
U00705,C011,MC,7516,2025-03-01
U00706,C011,MC,8956,2025-03-01
U00707,C011,MC,7337,2025-03-01
U00708,C011,MC,7452,2025-03-01
U00709,C011,MC,8169,2025-03-01
U00710,C011,MC,7264,2025-03-01
U00711,C011,MC,7542,2025-03-01
U00712,C011,MC,8593,2025-03-01
U00713,C011,MC,7861,2025-03-01
U00714,C011,MC,7975,2025-03-01
U00715,C011,MC,7737,2025-03-01
U00716,C012,IL,4514,2025-03-01
U00717,C012,IL,3755,2025-03-01
U00718,C012,IL,4378,2025-03-01
U00719,C012,IL,3895,2025-03-01
U00720,C012,IL,4060,2025-03-01
U00721,C012,IL,4352,2025-03-01
U00722,C012,IL,4462,2025-03-01
U00723,C012,IL,3633,2025-03-01
U00724,C012,IL,3759,2025-03-01
U00725,C012,IL,4717,2025-03-01
U00726,C012,IL,4619,2025-03-01
U00727,C012,IL,4619,2025-03-01
U00728,C012,IL,4320,2025-03-01
U00729,C012,IL,3797,2025-03-01
U00730,C012,IL,3663,2025-03-01
U00731,C012,IL,4347,2025-03-01
U00732,C012,IL,3963,2025-03-01
U00733,C012,IL,4307,2025-03-01
U00734,C012,IL,4042,2025-03-01
U00735,C012,IL,4762,2025-03-01
U00736,C012,AL,6448,2025-03-01
U00737,C012,AL,5610,2025-03-01
U00738,C012,AL,5438,2025-03-01
U00739,C012,AL,5961,2025-03-01
U00740,C012,AL,5470,2025-03-01
U00741,C012,AL,5334,2025-03-01
U00742,C012,AL,5026,2025-03-01
U00743,C012,AL,5076,2025-03-01
U00744,C012,AL,4919,2025-03-01
U00745,C012,AL,5304,2025-03-01
U00746,C012,AL,5519,2025-03-01
U00747,C012,AL,5771,2025-03-01
U00748,C012,AL,6198,2025-03-01
U00749,C012,AL,6020,2025-03-01
U00750,C012,AL,6453,2025-03-01
U00751,C012,AL,5662,2025-03-01
U00752,C012,AL,5641,2025-03-01
U00753,C012,AL,5854,2025-03-01
U00754,C012,AL,5471,2025-03-01
U00755,C012,AL,4914,2025-03-01
U00756,C012,AL,4815,2025-03-01
U00757,C012,AL,6016,2025-03-01
U00758,C012,AL,6452,2025-03-01
U00759,C012,AL,5886,2025-03-01
U00760,C012,AL,5166,2025-03-01
U00761,C012,AL,5570,2025-03-01
U00762,C012,AL,6408,2025-03-01
U00763,C012,AL,5690,2025-03-01
U00764,C012,AL,5640,2025-03-01
U00765,C012,AL,6416,2025-03-01
U00766,C012,MC,6558,2025-03-01
U00767,C012,MC,8235,2025-03-01
U00768,C012,MC,8314,2025-03-01
U00769,C012,MC,6619,2025-03-01
U00770,C012,MC,7763,2025-03-01
U00771,C012,MC,7287,2025-03-01
U00772,C012,MC,8992,2025-03-01
U00773,C012,MC,7035,2025-03-01
U00774,C012,MC,8013,2025-03-01
U00775,C012,MC,8156,2025-03-01
U00776,C012,MC,7035,2025-03-01
U00777,C012,MC,8215,2025-03-01
U00778,C012,MC,7684,2025-03-01
U00779,C012,MC,8124,2025-03-01
U00780,C012,MC,8972,2025-03-01
U00781,C013,IL,4745,2025-03-01
U00782,C013,IL,3609,2025-03-01
U00783,C013,IL,3828,2025-03-01
U00784,C013,IL,3858,2025-03-01
U00785,C013,IL,3870,2025-03-01
U00786,C013,IL,4376,2025-03-01
U00787,C013,IL,4136,2025-03-01
U00788,C013,IL,4147,2025-03-01
U00789,C013,IL,4299,2025-03-01
U00790,C013,IL,3661,2025-03-01
U00791,C013,IL,3704,2025-03-01
U00792,C013,IL,4530,2025-03-01
U00793,C013,IL,4592,2025-03-01
U00794,C013,IL,4295,2025-03-01
U00795,C013,IL,4599,2025-03-01
U00796,C013,IL,4471,2025-03-01
U00797,C013,IL,4311,2025-03-01
U00798,C013,IL,4644,2025-03-01
U00799,C013,IL,3662,2025-03-01
U00800,C013,IL,4719,2025-03-01
U00801,C013,AL,6442,2025-03-01
U00802,C013,AL,5076,2025-03-01
U00803,C013,AL,5136,2025-03-01
U00804,C013,AL,5101,2025-03-01
U00805,C013,AL,4909,2025-03-01
U00806,C013,AL,5314,2025-03-01
U00807,C013,AL,5500,2025-03-01
U00808,C013,AL,5508,2025-03-01
U00809,C013,AL,6341,2025-03-01
U00810,C013,AL,5744,2025-03-01
U00811,C013,AL,6477,2025-03-01
U00812,C013,AL,5342,2025-03-01
U00813,C013,AL,5434,2025-03-01
U00814,C013,AL,6175,2025-03-01
U00815,C013,AL,5831,2025-03-01
U00816,C013,AL,5541,2025-03-01
U00817,C013,AL,4864,2025-03-01
U00818,C013,AL,5425,2025-03-01
U00819,C013,AL,6135,2025-03-01
U00820,C013,AL,6315,2025-03-01
U00821,C013,AL,4957,2025-03-01
U00822,C013,AL,5196,2025-03-01
U00823,C013,AL,5384,2025-03-01
U00824,C013,AL,6367,2025-03-01
U00825,C013,AL,6302,2025-03-01
U00826,C013,AL,5697,2025-03-01
U00827,C013,AL,5297,2025-03-01
U00828,C013,AL,5802,2025-03-01
U00829,C013,AL,5192,2025-03-01
U00830,C013,AL,5577,2025-03-01
U00831,C013,MC,7948,2025-03-01
U00832,C013,MC,8723,2025-03-01
U00833,C013,MC,6775,2025-03-01
U00834,C013,MC,8085,2025-03-01
U00835,C013,MC,6670,2025-03-01
U00836,C013,MC,7296,2025-03-01
U00837,C013,MC,8993,2025-03-01
U00838,C013,MC,8733,2025-03-01
U00839,C013,MC,7093,2025-03-01
U00840,C013,MC,7439,2025-03-01
U00841,C013,MC,7751,2025-03-01
U00842,C013,MC,6925,2025-03-01
U00843,C013,MC,8123,2025-03-01
U00844,C013,MC,8569,2025-03-01
U00845,C013,MC,6774,2025-03-01
U00846,C014,IL,4370,2025-03-01
U00847,C014,IL,4071,2025-03-01
U00848,C014,IL,4236,2025-03-01
U00849,C014,IL,4375,2025-03-01
U00850,C014,IL,3930,2025-03-01
U00851,C014,IL,4240,2025-03-01
U00852,C014,IL,4473,2025-03-01
U00853,C014,IL,4422,2025-03-01
U00854,C014,IL,3719,2025-03-01
U00855,C014,IL,3993,2025-03-01
U00856,C014,IL,3752,2025-03-01
U00857,C014,IL,4434,2025-03-01
U00858,C014,IL,4023,2025-03-01
U00859,C014,IL,4774,2025-03-01
U00860,C014,IL,4371,2025-03-01
U00861,C014,IL,4553,2025-03-01
U00862,C014,IL,4726,2025-03-01
U00863,C014,IL,4144,2025-03-01
U00864,C014,IL,3772,2025-03-01
U00865,C014,IL,4061,2025-03-01
U00866,C014,AL,5571,2025-03-01
U00867,C014,AL,6459,2025-03-01
U00868,C014,AL,5906,2025-03-01
U00869,C014,AL,5158,2025-03-01
U00870,C014,AL,5217,2025-03-01
U00871,C014,AL,6013,2025-03-01
U00872,C014,AL,5867,2025-03-01
U00873,C014,AL,5963,2025-03-01
U00874,C014,AL,5030,2025-03-01
U00875,C014,AL,4861,2025-03-01
U00876,C014,AL,5960,2025-03-01
U00877,C014,AL,5858,2025-03-01
U00878,C014,AL,6257,2025-03-01
U00879,C014,AL,5234,2025-03-01
U00880,C014,AL,5048,2025-03-01
U00881,C014,AL,4830,2025-03-01
U00882,C014,AL,5159,2025-03-01
U00883,C014,AL,4929,2025-03-01
U00884,C014,AL,5744,2025-03-01
U00885,C014,AL,5034,2025-03-01
U00886,C014,AL,5840,2025-03-01
U00887,C014,AL,6442,2025-03-01
U00888,C014,AL,5049,2025-03-01
U00889,C014,AL,4971,2025-03-01
U00890,C014,AL,5563,2025-03-01
U00891,C014,AL,5391,2025-03-01
U00892,C014,AL,5932,2025-03-01
U00893,C014,AL,6130,2025-03-01
U00894,C014,AL,6007,2025-03-01
U00895,C014,AL,6410,2025-03-01
U00896,C014,MC,8754,2025-03-01
U00897,C014,MC,7789,2025-03-01
U00898,C014,MC,8911,2025-03-01
U00899,C014,MC,6900,2025-03-01
U00900,C014,MC,7313,2025-03-01
U00901,C014,MC,8155,2025-03-01
U00902,C014,MC,8015,2025-03-01
U00903,C014,MC,8909,2025-03-01
U00904,C014,MC,6805,2025-03-01
U00905,C014,MC,6688,2025-03-01
U00906,C014,MC,8097,2025-03-01
U00907,C014,MC,6876,2025-03-01
U00908,C014,MC,8109,2025-03-01
U00909,C014,MC,6854,2025-03-01
U00910,C014,MC,7420,2025-03-01
U00911,C936,IL,5830,2025-03-01
U00912,C969,AL,4411,2025-03-01
U00913,C951,MC,6422,2025-03-01
U00914,C934,MC,5922,2025-03-01
U00915,C905,MC,6519,2025-03-01
